ORD-1561,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1562,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1563,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1564,tropical fruit,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1565,citrus fruit,herbs,butter,domestic eggs,oil,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1566,whole milk,yogurt,whipped/sour cream,soft cheese,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1567,citrus fruit,tropical fruit,root vegetables,yogurt,roll products ,margarine,sugar,bottled water,napkins,house keeping products,,,,,,,,,,,,,,,,,,,,,,
ORD-1568,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1569,frankfurter,yogurt,beverages,brown bread,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1570,sausage,cream,cream cheese ,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1571,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1572,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1573,herbs,oil,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1574,sausage,fish,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1575,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1576,pork,other vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1577,curd,mustard,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1578,frankfurter,sausage,berries,whole milk,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins,,,,,,,,,,,,,,,,,,,,
ORD-1579,frankfurter,frozen meals,semi-finished bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1580,curd,processed cheese,rolls/buns,pastry,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1581,liver loaf,organic sausage,pastry,fruit/vegetable juice,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1582,pork,canned fish,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1583,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1584,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1585,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1586,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1587,frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1588,rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1589,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1590,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products,,,,,,,,,,,,,,,,,,,
ORD-1591,curd,bottled water,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1592,beef,citrus fruit,root vegetables,butter,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware,,,,,,,,,,,,,,,,,,,
ORD-1593,yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1594,chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,pot plants,,,,,,,,,,,,,,,,,,,,,,
ORD-1595,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1596,pip fruit,sweet spreads,coffee,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1597,coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1598,tropical fruit,berries,yogurt,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1599,sauces,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1600,pork,onions,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1601,yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1602,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1603,other vegetables,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1604,chicken,citrus fruit,onions,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1605,pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1606,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1607,ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,
ORD-1608,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1609,soda,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1610,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1611,tropical fruit,soft cheese,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1612,tropical fruit,pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1613,sausage,hamburger meat,tropical fruit,root vegetables,whole milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
ORD-1614,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1615,turkey,tropical fruit,yogurt,UHT-milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1616,meat,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1617,whole milk,coffee,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1618,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1619,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1620,dessert,UHT-milk,rolls/buns,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1621,sausage,other vegetables,sliced cheese,mustard,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1622,pork,onions,other vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1623,hamburger meat,other vegetables,hard cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1624,sausage,beverages,sliced cheese,rolls/buns,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1625,rolls/buns,soda,canned beer,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1626,misc. beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1627,pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1628,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1629,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1630,domestic eggs,long life bakery product,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1631,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1632,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1633,yogurt,UHT-milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1634,frankfurter,pork,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1635,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1636,sausage,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1637,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1638,tropical fruit,pip fruit,soda,bottled beer,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1639,citrus fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1640,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1641,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1642,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1643,tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1644,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1645,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1646,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1647,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1648,rolls/buns,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1649,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1650,whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1651,grapes,root vegetables,other vegetables,roll products ,pasta,oil,margarine,coffee,bottled water,detergent,,,,,,,,,,,,,,,,,,,,,,
ORD-1652,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1653,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1654,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,chewing gum,candles,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1655,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1656,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1657,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1658,tropical fruit,other vegetables,yogurt,spread cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1659,frankfurter,citrus fruit,tropical fruit,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1660,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1661,frankfurter,pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1662,sausage,other vegetables,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1663,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1664,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1665,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1666,ham,pip fruit,herbs,other vegetables,butter,rolls/buns,white bread,oil,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,
ORD-1667,whole milk,yogurt,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1668,beef,citrus fruit,pip fruit,yogurt,rolls/buns,flour,margarine,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,
ORD-1669,domestic eggs,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1670,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1671,whole milk,yogurt,beverages,mustard,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1672,ham,pip fruit,whole milk,rolls/buns,honey,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1673,curd,yogurt,mayonnaise,brown bread,margarine,sugar,ketchup,dish cleaner,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,
ORD-1674,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1675,butter milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1676,pork,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1677,pork,onions,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1678,turkey,other vegetables,whole milk,oil,instant coffee,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1679,cream cheese ,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1680,tropical fruit,berries,root vegetables,other vegetables,yogurt,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1681,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1682,citrus fruit,other vegetables,whole milk,margarine,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1683,frankfurter,sausage,root vegetables,yogurt,mayonnaise,rolls/buns,brown bread,roll products ,margarine,coffee,,,,,,,,,,,,,,,,,,,,,,
ORD-1684,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1685,tropical fruit,butter,butter milk,brown bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1686,frankfurter,pip fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1687,sausage,tropical fruit,whole milk,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,rice,soda,detergent,softener,decalcifier,napkins,shopping bags,,,,,,,,,,,,,,,,,
ORD-1688,sausage,citrus fruit,tropical fruit,whole milk,bottled water,specialty bar,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1689,sausage,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1690,sliced cheese,rolls/buns,margarine,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1691,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1692,tropical fruit,berries,pickled vegetables,pet care,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1693,pip fruit,whole milk,butter milk,cream cheese ,domestic eggs,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1694,citrus fruit,tropical fruit,grapes,dessert,cream cheese ,rolls/buns,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1695,hamburger meat,pip fruit,other vegetables,butter,cream cheese ,mayonnaise,domestic eggs,pastry,rice,margarine,canned fruit,canned fish,coffee,tea,candles,,,,,,,,,,,,,,,,,
ORD-1696,other vegetables,whole milk,curd,spread cheese,curd cheese,rolls/buns,brown bread,Instant food products,coffee,,,,,,,,,,,,,,,,,,,,,,,
ORD-1697,nuts/prunes,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1698,ham,beef,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1699,ham,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1700,butter,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1701,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1702,beef,root vegetables,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1703,frankfurter,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1704,meat,citrus fruit,other vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1705,whole milk,curd,mayonnaise,pastry,flour,canned fish,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1706,sausage,other vegetables,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1707,sausage,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1708,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1709,root vegetables,white bread,sugar,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1710,sausage,root vegetables,whole milk,butter,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1711,sausage,root vegetables,other vegetables,whole milk,curd,yogurt,hard cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1712,meat,pork,onions,salad dressing,domestic eggs,white bread,flour,salt,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
ORD-1713,sausage,whole milk,yogurt,pastry,pudding powder,bottled water,soda,bottled beer,canned beer,male cosmetics,flower (seeds),,,,,,,,,,,,,,,,,,,,,
ORD-1714,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1715,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1716,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1717,sausage,tropical fruit,pip fruit,other vegetables,whole milk,curd,dessert,yogurt,whipped/sour cream,cream cheese ,brown bread,detergent,,,,,,,,,,,,,,,,,,,,
ORD-1718,beef,citrus fruit,tropical fruit,pip fruit,dessert,cream cheese ,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1719,berries,other vegetables,butter milk,yogurt,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1720,frozen meals,oil,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1721,beef,herbs,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1722,sausage,meat,root vegetables,other vegetables,whole milk,butter milk,yogurt,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,
ORD-1723,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1724,frankfurter,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1725,sausage,pork,whole milk,yogurt,rolls/buns,brown bread,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1726,pip fruit,whole milk,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1727,grapes,whole milk,baking powder,candles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1728,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1729,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1730,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1731,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1732,butter,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1733,fruit/vegetable juice,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1734,meat,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1735,pip fruit,butter,curd,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1736,other vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1737,frankfurter,white bread,pastry,dog food,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1738,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1739,tropical fruit,whole milk,sliced cheese,mayonnaise,rolls/buns,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1740,whole milk,white bread,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1741,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1742,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1743,other vegetables,whipped/sour cream,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1744,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1745,rolls/buns,soda,specialty bar,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1746,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1747,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1748,dessert,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1749,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1750,butter,domestic eggs,pasta,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1751,whole milk,butter,yogurt,frozen vegetables,domestic eggs,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1752,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1753,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1754,chicken,hamburger meat,pip fruit,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,white bread,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,
ORD-1755,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1756,beef,other vegetables,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1757,spread cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1758,citrus fruit,tropical fruit,other vegetables,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1759,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1760,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1761,pip fruit,roll products ,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1762,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1763,whole milk,baking powder,bottled water,soda,cooking chocolate,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1764,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1765,sausage,whole milk,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1766,pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1767,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1768,dessert,sliced cheese,hard cheese,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1769,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1770,citrus fruit,other vegetables,butter,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1771,citrus fruit,UHT-milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1772,pip fruit,curd,soda,bottled beer,softener,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1773,tropical fruit,root vegetables,whole milk,curd,yogurt,frozen vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1774,frankfurter,other vegetables,whole milk,yogurt,condensed milk,cream cheese ,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1775,pip fruit,other vegetables,butter milk,frozen vegetables,brown bread,soups,sauces,fruit/vegetable juice,long life bakery product,cling film/bags,,,,,,,,,,,,,,,,,,,,,,
ORD-1776,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1777,pork,citrus fruit,soda,canned beer,chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1778,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1779,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1780,citrus fruit,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1781,grapes,whole milk,white wine,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1782,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1783,frozen fish,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1784,tropical fruit,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1785,beverages,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1786,sausage,pip fruit,whole milk,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1787,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1788,sausage,specialty cheese,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1789,pork,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1790,whole milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1791,sausage,whole milk,dessert,spices,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1792,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1793,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1794,tropical fruit,grapes,whole milk,canned fish,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1795,whole milk,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1796,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1797,pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1798,turkey,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,herbs,whole milk,butter,frozen vegetables,sauces,pickled vegetables,bottled water,rubbing alcohol,hygiene articles,napkins,flower (seeds),,,,,,,,,,,,,,,
ORD-1799,yogurt,specialty chocolate,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1800,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1801,finished products,tropical fruit,bottled water,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1802,sausage,mayonnaise,misc. beverages,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1803,other vegetables,cream cheese ,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1804,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1805,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1806,sausage,meat,pip fruit,other vegetables,yogurt,rolls/buns,brown bread,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,
ORD-1807,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1808,yogurt,UHT-milk,soda,red/blush wine,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1809,beef,frozen fish,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1810,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1811,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-1812,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
